id,category,year_level,question,question_image,choice_a,choice_a_image,choice_b,choice_b_image,choice_c,choice_c_image,choice_d,choice_d_image,correct_answer,is_active,difficulty_level,has_images
1848.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03059_03.png,,images/quizzes/MathQ03059_03_opA.PNG,,,,images/quizzes/MathQ03059_03_opC.PNG,,images/quizzes/MathQ03059_03_opB.PNG,images/quizzes/MathQ03059_03_opB.PNG,0,Easy,1
1849.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03059_04.png,,images/quizzes/MathQ03059_04_opB.PNG,,images/quizzes/MathQ03059_04_opA.PNG,,images/quizzes/MathQ03059_04_opC.PNG,,,images/quizzes/MathQ03059_04_opB.PNG,0,Easy,1
1850.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03059_05.png,,,,images/quizzes/MathQ03059_05_opB.PNG,,images/quizzes/MathQ03059_05_opC.PNG,,images/quizzes/MathQ03059_05_opA.PNG,images/quizzes/MathQ03059_05_opC.PNG,0,Easy,1
1851.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03060_01.png,,images/quizzes/MathQ03060_01_opA.PNG,,,,,,images/quizzes/MathQ03060_01_opB.PNG,images/quizzes/MathQ03060_01_opA.PNG,0,Easy,1
1852.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03060_02.png,,images/quizzes/MathQ03060_02_opB.PNG,,images/quizzes/MathQ03060_02_opA.PNG,,images/quizzes/MathQ03060_02_opC.PNG,,,images/quizzes/MathQ03060_02_opC.PNG,0,Easy,1
1853.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03060_03.png,4,,3,,2,,1,,3,0,Easy,1
1854.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03060_04.png,,images/quizzes/MathQ03060_04_opA.PNG,,,,images/quizzes/MathQ03060_04_opC.PNG,,images/quizzes/MathQ03060_04_opB.PNG,images/quizzes/MathQ03060_04_opC.PNG,0,Easy,1
1855.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03060_05.png,,images/quizzes/MathQ03060_05_opB.PNG,,images/quizzes/MathQ03060_05_opA.PNG,,images/quizzes/MathQ03060_05_opC.PNG,D,,images/quizzes/MathQ03060_05_opA.PNG,0,Easy,1
1856.0,Math,Beginner (Grade 1-3),"To determine the missing term in a pattern, figure out the type of pattern. If the pattern is continuous, observe the behavior of the pattern.",,,,FALSE,,,,TRUE,,TRUE,0,Easy,0
1857.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03061_02.png,TRUE,,,,,,FALSE,,FALSE,0,Easy,1
1858.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03061_03.png,FALSE,,TRUE,,,,,,TRUE,0,Easy,1
5355.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Configuration,,Location,,Allocation,,Construction,,Allocation,1,Average,0
1860.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03061_05.png,,images/quizzes/MathQ03061_05_opA.PNG,,,,,,images/quizzes/MathQ03061_05_opB.PNG,images/quizzes/MathQ03061_05_opB.PNG,0,Easy,1
1861.0,Math,Beginner (Grade 1-3),"If the dividend is missing, we can apply the inverse property of multiplication and division. Multiply the divisor with the quotient to get the dividend.",,FALSE,,TRUE,,,,,,TRUE,0,Easy,0
5358.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,The house should be L-shaped?,,The house should be built on a sand.,,The gable wall should be made of light-wight materials.,,The foundation of the house should be shallow.,,The gable wall should be made of light-wight materials.,1,Average,0
5359.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,The vulnerability of a building depends on the ductility of materials.,,"Materials become more elastic through time, causing very low capacity to resist force.",,"Materials deteriorate through time, thus causing very low capacity to resist force.",,The vulnerability of a building increases as it gets older.,,"Materials deteriorate through time, thus causing very low capacity to resist force.",1,Average,0
5360.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Risk,,Hazard,,Exposure,,Vulnerability,,Risk,1,Average,0
5361.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Vulnerability,,Risk,,Exposure,,Hazard,,Exposure,1,Average,0
5362.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Hazard,,Vulnerability,,Exposure,,Risk,,Vulnerability,1,Average,0
5363.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Physical Factor,,Social Factor,,Environmental Factor,,Economic Factor,,Economic Factor,1,Average,0
5364.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Vulnerability and Risk,,Risk and Hazard,,Exposure and Vulnerability,,Hazard and Exposure,,Exposure and Vulnerability,1,Average,0
5365.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Disaster,,Natural Phenomena,,Hazards,,Risk,,Hazards,1,Average,0
5366.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Natural Hazards,,Human Induced Hazards,,Human Violence,,Industrial Accidents,,Natural Hazards,1,Average,0
5367.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,chemicals,,heavy rains,,storm surge,,strong winds,,chemicals,1,Average,0
5368.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Human Induced Hazards,,Industrial Accidents,,Human Violence,,Natural Hazards,,Human Induced Hazards,1,Average,0
5369.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,loss of life,,damage to property,,social and economic disruption,,All of the above.,,All of the above.,1,Average,0
5370.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Geological Hazards,,Technological Hazards,,Environmental Hazards,,"Socio-Economic, Political and Security Hazards",,Geological Hazards,1,Average,0
5371.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Drought,,Space Object Impact,,Rainfall-Induced Landslides,,Ground Subsidence,,Drought,1,Average,0
5372.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,"Socio-Economic, Political and Security Hazard",,Natural Hazard,,Environmental Hazard,,Technological Hazard,,Technological Hazard,1,Average,0
5373.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Oil Spill,,Flood,,Fire,,Civil Disorder,,Flood,1,Average,0
5374.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Technological Hazard,,Hydro-Meteorological Hazard,,Geological Hazard,,Environmental Hazard,,Environmental Hazard,1,Average,0
5375.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Ground Shaking,,Ground Rupture,,Tsunami,,Lava Flow,,Lava Flow,1,Average,0
5376.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Rupture,,Liquefaction,,Liquification,,Subsidence,,Liquefaction,1,Average,0
5377.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,greater than 7.0,,greater than 9.0,,greater than 8.0,,greater than 6.0,,greater than 7.0,1,Average,0
5378.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Shaking,,Liquefaction,,Landslide,,Subsidence,,Landslide,1,Average,0
5379.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Ground Shaking,,Ground Subsidence,,Tsunami,,Ground Rupture,,Ground Shaking,1,Average,0
5380.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,less,,zero,,greater,,equal,,greater,1,Average,0
5381.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,liquefaction,,tsunami,,fire,,ground subsidence,,ground subsidence,1,Average,0
5382.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Ground subsidence,,Broken dams,,Tsunami,,Ground Rupture,,Ground Rupture,1,Average,0
5383.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Underground pipes and tanks rise up to the surface.,,Structures built acrosss a fault either collapse or rip apart.,,The void created stores water causing a permanent flood in the area.,,It causes tsunami.,,Underground pipes and tanks rise up to the surface.,1,Average,0
5384.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,"Earthquakes can break electrical posts, power lines, and gas lines where a fire starts.",,"Earthquakrs can break dams, reservoirs and ripraps where fire starts.",,Earthquakes can roads where a fire starts.,,All of the above.,,"Earthquakes can break electrical posts, power lines, and gas lines where a fire starts.",1,Average,0
5385.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Lava Flow,,Tephra Fall,,Hot Lahar,,Pyroclastic Flow,,Hot Lahar,1,Average,0
5386.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Tephra Fall,,Pyroclastic Surge,,Debris Avalanches,,Lahar,,Tephra Fall,1,Average,0
5387.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Lava Flow,,Debris Avalanches,,Volcanic Gas,,Pyroclastic Surge,,Debris Avalanches,1,Average,0
5388.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Secondary Volcanic Hazards,,Pyroclastic Density Current,,Primary Volcanic Hazards,,Tephra Fall,,Secondary Volcanic Hazards,1,Average,0
5389.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Lahar,,Lava Flow,,Pyroclastic Surge,,Debris Avalanche,,Debris Avalanche,1,Average,0
5390.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Land Features (Topography),,Viscosity,,Density,,Gas Content,,Gas Content,1,Average,0
5391.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Magma Intrusion,,Plinian Eruption,,Steam-blast Explosion,,Effusive Eruption,,Plinian Eruption,1,Average,0
5392.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Pyroclastic Density Current,,Tephra Fall,,Lava Flow,,Debris Avalanche,,Pyroclastic Density Current,1,Average,0
5393.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Lava Flow,,Tephra Fall,,Pyroclastic Surge,,Pyroclastic Flow,,Lava Flow,1,Average,0
5394.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,High Velocity,,Turbulent,,High Density,,"called as ""hot hurricane""",,High Density,1,Average,0
5395.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Debris Avalanche,,Tephra Fall,,Tsunami,,Lahar,,Debris Avalanche,1,Average,0
5396.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Pyroclastic Surge,,Lahar,,Lava Flow,,Pyroclastic Flow,,Pyroclastic Flow,1,Average,0
5397.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Tsunami,,Debris Avalanche,,Lava Flow,,Lahar,,Lahar,1,Average,0
5398.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Tephra Fall,,Tsunami,,Lahar,,Debris Avalanche,,Tsunami,1,Average,0
5399.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Lahar,,Debris Avalanche,,Magma Flow,,Pyroclastic Flow,,Debris Avalanche,1,Average,0
5400.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Debris Flow,,Landslide,,Ground Inflation,,Ground tilting,,Ground Inflation,1,Average,0
5401.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Vent,,Solfatara,,Hot Spring,,Steam,,Solfatara,1,Average,0
5402.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,magma rising,,Sulfur,,Ashes,,Volcanic Debris,,Ashes,1,Average,0
5403.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,glowing crater,,Debris Avalanche,,Drying up of wells and hot spring.,,Increase of steam emission.,,Debris Avalanche,1,Average,0
5404.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Magma Movement,,Sulfur Release,,Earthquake,,Lava Flow,,Magma Movement,1,Average,0
5405.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Volcano Multi-Hazard Map,,Lahar Hazard Map,,Lava Flow Hazard Map,,Ashfall Hazard Map,,Ashfall Hazard Map,1,Average,0
5406.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Vulnerable Areas,,Areas Prone to Lava Flow,,Pyroclastic Flow Buffer,,Permanent Danger Zone,,Permanent Danger Zone,1,Average,0
5410.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,during,,a week after,,after,,before,,before,1,Average,0
5411.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,before,,during,,after,,All of the choices.,,during,1,Average,0
5412.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Contact lenses,,Long-sleeved shirt,,Goggles,,Long pants,,Contact lenses,1,Average,0
5413.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,during,,a week after,,after,,before,,after,1,Average,0
5414.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Basic survival kit,,Volcano hazard map,,Community warning system,,Emergency plan,,Volcano hazard map,1,Average,0
1916.0,Math,Beginner (Grade 1-3),"Select ""True"" if the statement is true. Select ""False"" if the statement is false. We multiply four sides of the square to get its area.",,,,FALSE,,,,TRUE,,FALSE,0,Easy,0
5415.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,quarrying,,deforestation,,weathering,,mining,,weathering,1,Average,0
5416.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,ground water activity,,earthquake,,prolonged rainfall,,building infrastructures,,building infrastructures,1,Average,0
5417.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,ground subsidence,,landslide,,flow,,creep,,ground subsidence,1,Average,0
5418.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,mineral extraction,,mining,,abstraction,,deforestation,,deforestation,1,Average,0
5420.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Mining,,Rainfall,,Deforestation,,Quarrying,,Rainfall,1,Average,0
5421.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,earthquake,,Slope Equilibrium,,prolonged rainfall,,Slope Angle,,Slope Equilibrium,1,Average,0
5422.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Rainfall,,Overloading,,Weathering,,Deforestation,,Weathering,1,Average,0
5423.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,oversteepen the slope,,erode the soil,,decrease slope load,,increase ground moisture,,increase ground moisture,1,Average,0
5424.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,It can increase the chance of oversteepening of the slope.,,It can make the slope less stable.,,It can waste water.,,It will make vegetation grow faster.,,It can make the slope less stable.,1,Average,0
5425.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,CaCo3,,Ca2CO3,,H2CO3,,CCo3,,CaCo3,1,Average,0
5426.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Mining,,Carbonate dissolution and collapse,,Groundwater abstraction,,Oil extraction,,Carbonate dissolution and collapse,1,Average,0
5427.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Sand,,Clay,,Limestone,,Coal,,Clay,1,Average,0
5430.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,All of the above.,,Geological Age,,Rock Types and Structures,,Soil Types,,All of the above.,1,Average,0
5435.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,putting a land fill on top,,planting deeply rooting trees,,clear cut logging,,building a house,,planting deeply rooting trees,1,Average,0
5436.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,All of the above.,,proper land-use management that considered the information given by geological maps and landslide susceptibility maps,,training of personnel to properly response on a landslide disaster,,recognizing the signs of slope instability in the community,,All of the above.,1,Average,0
5438.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Engineering Remedial Measures,,Landslide Barrier,,Biological Measures,,Land-use Regulation,,Engineering Remedial Measures,1,Average,0
5439.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,addition of more drainage system,,road elevation,,enforcement of building foundations,,construction of deep-well pumps,,construction of deep-well pumps,1,Average,0
5440.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,geophysical,,oceanic,,hydrological,,atmospheric,,geophysical,1,Average,0
5441.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,cyclone,,high pressure area,,monsoon,,intertropical convergence zone,,cyclone,1,Average,0
5443.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,thunderstorm,,cyclone,,rainfall,,high pressure area,,high pressure area,1,Average,0
5444.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,TRUE,,cyclone,,typhoon,,depression,,cyclone,1,Average,0
5445.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,rising unstable air,,moisture,,lightning,,lifting mechanism,,lightning,1,Average,0
5446.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,rain shower,,strong wind,,lightning,,thunder,,strong wind,1,Average,0
5447.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,thunder,,electric field of the colliding water particles,,rising warm air into the cloud,,column of air pushing downward,,electric field of the colliding water particles,1,Average,0
1941.0,Math,Beginner (Grade 1-3),"Gino counted his coins in his piggy bank. Gino has 15 one-peso coins, 20 five-peso coins, and 10 ten-peso coins. Which of the following represents Gino's coins in a bar graph?",,,images/quizzes/MathQ03076_01_opA.PNG,,images/quizzes/MathQ03076_01_opD.PNG,,images/quizzes/MathQ03076_01_opC.PNG,,images/quizzes/MathQ03076_01_opB.PNG,images/quizzes/MathQ03076_01_opC.PNG,0,Easy,1
5449.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Statement 1 is false; Statement 2 is true.,,Both Statement 1 and 2 are false.,,Both Statement 1 and 2 are true.,,Statement 1 is true; Statement 2 is false.,,Statement 1 is false; Statement 2 is true.,1,Average,0
1943.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03076_03.png,Bars,,Label,,Vertical Axis,,Title,,Label,0,Easy,1
1944.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03076_04.png,,images/quizzes/MathQ03076_04_opA.PNG,,images/quizzes/MathQ03076_04_opD.PNG,,images/quizzes/MathQ03076_04_opC.PNG,,images/quizzes/MathQ03076_04_opB.PNG,images/quizzes/MathQ03076_04_opD.PNG,0,Easy,1
1945.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03076_05.png,Label,,Title,,Vertical Axis,,Bars,,Title,0,Easy,1
1946.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03077_01.png,Cow,,Pig,,Goat,,Chicken,,Chicken,0,Easy,1
1947.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03077_02.png,7,,13,,10,,12,,10,0,Easy,1
1948.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03077_03.png,February and June,,January and July,,April and December,,August and October,,February and June,0,Easy,1
1949.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03077_04.png,July,,December,,October,,April,,,0,Easy,1
1950.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03077_05.png,7,,5,,3,,4,,5,0,Easy,1
1951.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03078_01.png,4 hours,,3 hours,,5 hours,,6 hours,,4 hours,0,Easy,1
1952.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03078_02.png,15 hours,,14 hours,,12 hours,,13 hours,,13 hours,0,Easy,1
1953.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03078_03.png,7 hours,,4 hours,,5 hours,,6 hours,,5 hours,0,Easy,1
1954.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03078_04.png,0 times,,4 times,,3 times,,2 times,,2 times,0,Easy,1
1955.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03078_05.png,Php 450,,Php 400,,Php 350,,Php 300,,Php 350,0,Easy,1
5450.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,temperature,,rain,,pressure,,wind,,wind,1,Average,0
5451.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,severe thunderstorm,,earthquake on sea floor,,incoming super typhoon,,eruption of underwater volcano,,incoming super typhoon,1,Average,0
1958.0,Math,Beginner (Grade 1-3),,images/quizzes/MathQ03079_03.png,Impossible to happen,,Unlikely to happen,,Equally likely to happen,,Likely to happen,,Unlikely to happen,0,Easy,1
5452.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,coastal area with steep ocean floors,,none of the above,,beach with barriers such as corals and seawalls,,beach with gentle slope,,beach with gentle slope,1,Average,0
5455.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,in the coastal areas,,mountain area with steep slopes,,communities near the bank of the river,,urban town and cities,,mountain area with steep slopes,1,Average,0
5456.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,fluvial flood,,urban flood,,coastal flood,,seasonal flood,,coastal flood,1,Average,0
5457.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,high coastal waters,,mismanagement of dam control devices,,tides,,intense rainfall,,mismanagement of dam control devices,1,Average,0
5458.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,heavy rains of short duration,,overflowing river,,tsunami,,storm surge,,heavy rains of short duration,1,Average,0
5460.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Antarctic Ocean,,West Philippine Sea,,Indian Ocean,,Pacific Ocean,,Pacific Ocean,1,Average,0
5461.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Southern Oscillation and La Nina,,monsoon and El Nino,,La Nina and monsoon,,El Nino and La Nina,,El Nino and La Nina,1,Average,0
1966.0,Math,Intermediate (Grade 4-6),,images/quizzes/MathQ04001_01.png,20000,,15000,,25000,,,,25000,0,Easy,1
1967.0,Math,Intermediate (Grade 4-6),,images/quizzes/MathQ04001_02.png,,,40000,,50000,,30000,,40000,0,Easy,1
1968.0,Math,Intermediate (Grade 4-6),,images/quizzes/MathQ04001_03.png,12000,,,,17000,,17020,,17020,0,Easy,1
1969.0,Math,Intermediate (Grade 4-6),,images/quizzes/MathQ04001_04.png,11500,,13600,,100000,,,,13600,0,Easy,1
1970.0,Math,Intermediate (Grade 4-6),,images/quizzes/MathQ04001_05.png,,,23000,,70000,,13000,,23000,0,Easy,1
5462.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,far tropical cyclone tracks,,frequent thunderstorms,,delayed rainy season,,weak monsoon activity,,frequent thunderstorms,1,Average,0
5463.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,average oceanic conditions,,dry spell,,flooding,,weak and lesser tropical cyclones,,flooding,1,Average,0
5464.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Statement 1 is false; Statement 2 is true.,,Both statements are false.,,Both statements are true.,,Statement 1 is true; Statement 2 is false.,,Both statements are false.,1,Average,0
5465.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,oxygen,,smoke,,heat,,fuel,,smoke,1,Average,0
5466.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,sand,,carbon dioxide,,saltwater,,paraffin,,paraffin,1,Average,0
5467.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Heat is dissipated because of the blanket.,,The blanket is heavy to cover the oxygen.,,You are removing fuel from the fire.,,The blanket cut off the oxygen supply.,,The blanket cut off the oxygen supply.,1,Average,0
5470.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,unattended open flame,,neglected cooking,,faulty electrical wiring,,arson,,faulty electrical wiring,1,Average,0
5471.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,arson,,firing,,fire setting,,fireworks,,arson,1,Average,0
5472.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,The wire is overloaded.,,The wire insulator keep the wire from heating.,,The wire is oversized.,,The electrical wire is flammable.,,The wire is overloaded.,1,Average,0
5473.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Bureau of Fire Protection,,Bureau of Fire Jurisdiction,,Bureau of Fire Investigation,,Bureau of Fire Prevention,,Bureau of Fire Protection,1,Average,0
5475.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Response,,Mitigation,,Prevention,,Risk Assessment,,Prevention,1,Average,0
5476.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Response,,Reconstruction,,Rehabilitation,,Risk Reduction,,Response,1,Average,0
5477.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Disaster Risk Management,,Disaster Risk Reduction,,Disaster Risk Framework,,Disaster Coping Mechanism,,Disaster Risk Management,1,Average,0
5478.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Response,,Preparedness,,Mitigation,,Prevention,,Mitigation,1,Average,0
5479.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Disaster Risk Reduction,,Disaster Coping Mechanism,,Disaster Risk Framework,,Disaster Risk Management,,Disaster Risk Reduction,1,Average,0
5483.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Plasma Universe,,Big Bang Theory,,Creationism,,Oscillating Universe,,Plasma Universe,1,Average,0
5484.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Fred Hoyle,,Hannes Alfven,,Galileo Galilei,,George Lemaitre,,George Lemaitre,1,Average,0
5485.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,Inflation,,Oscillation,,Big Crunch,,Big Bang,,Inflation,1,Average,0
5486.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,The theory of Plasma Universe is a cyclic model.,,"In Creationism theory, George Lemaitre created the universe.",,"In Steady-State Theory, matter is continuously and spontaneously created.",,There is only one theory about the origin of the universe.,,"In Steady-State Theory, matter is continuously and spontaneously created.",1,Average,0
5487.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,"According to the theory of Oscillating Universe, the universe just stopped expanding.",,"According to the theory of a Plasma Universe, 90% is made up of water.",,The contraction of the universe is called inflation.,,There is uniformity in space according to the theory of a Steady-State Universe.,,There is uniformity in space according to the theory of a Steady-State Universe.,1,Average,0
5490.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,archaea,,plants,,asteroids,,bacteria,,asteroids,1,Average,0
5491.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,magnetic field,,water,,moon,,ozone layer,,magnetic field,1,Average,0
5492.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,ozone layer,,magnetic field,,rayshield,,water,,ozone layer,1,Average,0
5493.0,Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of a disaster?,,mercury,,carbon dioxide,,water,,oxygen,,mercury,1,Average,0
